gene,avg cluster stat sig,most stat sig cluster,least stat sig cluster,avg # species per cluster
FOXA3,0.36315,0.2833,0.443,115.5
ZNF417,0.40049999999999997,0.3967,0.4043,158.0
TRIM39,0.4325666666666667,0.3167,0.4973,135.33333333333334
TRIM27,0.42136666666666667,0.3362,0.4813,72.0
JUP,0.3352,0.1607,0.433,81.0
SETD2,0.3077,0.1903,0.4251,115.0
CCNT1,0.48425,0.4726,0.4959,113.5
DNMT3L,0.36989999999999995,0.3232,0.4437,79.33333333333333
ASH1L,0.34547500000000003,0.0177,0.4947,60.75
HOXB13,0.45075,0.4163,0.4852,125.0
ZNF302,0.454125,0.3822,0.491,128.0
CENPS,0.37533333333333335,0.316,0.4892,84.0
ELP4,0.44645,0.4198,0.4731,189.0
NCOA6,0.4918,0.4863,0.4973,184.0
NR2C1,0.357375,0.2218,0.4505,88.5
PLEK,0.4229,0.2905,0.4918,85.66666666666667
TRAF6,0.382525,0.2957,0.4726,64.25
SCML1,0.34149999999999997,0.219,0.4919,104.0
H3-3A,0.48534999999999995,0.476,0.4947,189.0
RBM14,0.43915000000000004,0.381,0.4973,110.0
DMC1,0.5,0.5,0.5,119.0
CRY2,0.4353,0.3915,0.4808,116.5
PRAMEF5,0.26745,0.0081,0.4671,74.5
ZNF205,0.207125,0.0166,0.387,59.5
KDM3A,0.3784,0.3174,0.4453,53.6
WDR77,0.47695,0.4566,0.4973,110.0
LRRK2,0.3241,0.0408,0.4835,86.0
MED20,0.4189,0.4169,0.4209,122.5
TPRX1,0.34266,0.1496,0.4696,11.4
BNC1,0.4879,0.4812,0.4946,131.5
PTTG1IP,0.45163333333333333,0.4275,0.486,152.0
SFMBT2,0.38780000000000003,0.171,0.4819,64.2
ZNF644,0.27565,0.1349,0.4164,116.5
ZNF24,0.27473333333333333,0.1255,0.4058,80.0
U2AF1,0.46515,0.4474,0.4829,128.0
ZSCAN12,0.393225,0.2226,0.4823,65.5
GTF2IRD2,0.474375,0.4461,0.5,168.0
GTF3C5,0.37845,0.3265,0.427,87.75
TENM1,0.31649999999999995,0.0113,0.4785,80.0
ATF1,0.42464999999999997,0.3981,0.4512,121.0
WWTR1,0.4726,0.4546,0.4906,117.5
ZNF510,0.47685,0.4624,0.4913,128.5
CAMTA1,0.25545,0.0109,0.5,103.5
BRD7,0.44684999999999997,0.3937,0.5,118.0
COPS5,0.4645,0.429,0.5,113.0
ZNF341,0.48655000000000004,0.4731,0.5,112.0
ID4,0.49455,0.4905,0.4986,94.5
CCDC17,0.49595,0.4946,0.4973,201.5
ZBTB10,0.40594,0.2862,0.5,127.6
RRP1B,0.3334,0.206,0.4608,109.0
DEPDC1,0.3518,0.1921,0.4597,107.0
ZNF700,0.4628,0.4469,0.4787,111.5
CDY1,0.26075,0.0215,0.5,8.5
NEUROG2,0.34785,0.2719,0.4238,105.5
RBBP4,0.454,0.4413,0.4718,136.66666666666666
KAT2B,0.3349,0.1358,0.5,59.4
ZNF512B,0.33827999999999997,0.1534,0.4217,56.4
ATAD2,0.4518,0.4251,0.4785,124.0
GATA5,0.33880000000000005,0.2793,0.4398,52.4
PRDM10,0.361225,0.1948,0.4945,73.5
CHD7,0.4404666666666666,0.419,0.4566,89.33333333333333
SSX5,0.265425,0.0459,0.3885,93.75
NOC2L,0.40715,0.3008,0.4942,67.5
PLSCR1,0.41755,0.4085,0.4266,132.5
SNAI3,0.35614999999999997,0.3162,0.3942,67.0
TCEAL5,0.36002000000000006,0.2338,0.433,74.2
RHOXF2,0.33843333333333336,0.202,0.4228,70.0
ZNF454,0.43775,0.3755,0.5,150.0
PIAS4,0.3631666666666667,0.218,0.4517,83.0
MTERF2,0.29700000000000004,0.1542,0.4398,113.0
SSRP1,0.46326666666666666,0.4463,0.4731,90.33333333333333
IRF5,0.4466,0.4111,0.4821,191.5
COPRS,0.3562,0.2957,0.4167,137.5
ZNF79,0.3559,0.0175,0.4899,59.0
HDGFL3,0.46735000000000004,0.4415,0.4932,125.5
PRAMEF13,0.3225,0.0254,0.4721,77.0
ZNF619,0.49470000000000003,0.4894,0.5,91.5
FOXD4L6,0.25495,0.0475,0.4624,97.5
ZNF607,0.42815,0.2729,0.4799,53.75
FOXO4,0.43538000000000004,0.4102,0.4986,84.8
PPP1R13L,0.49460000000000004,0.4892,0.5,105.5
TIMELESS,0.352075,0.25,0.4728,68.0
SKAP1,0.40535,0.3654,0.4453,128.0
IRAK1BP1,0.3383666666666667,0.1447,0.4973,84.0
PFDN5,0.46985,0.4671,0.4726,199.0
TIGD6,0.239875,0.0443,0.4167,34.0
CAMK2A,0.46237500000000004,0.4544,0.4677,130.75
TFE3,0.44875,0.3732,0.4794,62.25
MSGN1,0.34944,0.13,0.4731,53.6
NR0B1,0.39954999999999996,0.3528,0.4463,106.5
KCNIP3,0.4904,0.4808,0.5,128.0
NR1H2,0.3615,0.1624,0.4731,85.66666666666667
MID1,0.4705333333333333,0.4323,0.4911,139.0
CBX3,0.37365,0.2608,0.4865,114.5
ZNF112,0.35040000000000004,0.2634,0.4466,100.66666666666667
FARSA,0.44984999999999997,0.4431,0.4566,191.5
TNRC18,0.48745,0.4777,0.4972,105.5
CORO1A,0.332,0.1339,0.4142,90.2
HES4,0.30310000000000004,0.0641,0.4092,60.5
CNOT9,0.48645000000000005,0.4756,0.4973,197.0
MAK,0.45685,0.4164,0.4973,120.0
RC3H2,0.4645,0.429,0.5,117.0
NRIP2,0.38266000000000006,0.1737,0.4863,54.0
GPATCH8,0.3381,0.1861,0.4715,49.8
KLF9,0.3911,0.3531,0.4291,115.5
ARID3C,0.39220000000000005,0.3654,0.4236,84.66666666666667
CCDC88A,0.4852,0.4731,0.4973,120.5
ZNF623,0.40115999999999996,0.2661,0.4717,67.2
PSMC4,0.39039999999999997,0.3478,0.433,119.0
LBX1,0.4225,0.3507,0.4943,106.0
ZMAT1,0.4575333333333333,0.4311,0.4827,129.33333333333334
AP5Z1,0.34065,0.2609,0.4204,118.5
ZNF705A,0.4486,0.403,0.4942,133.5
SATB1,0.489,0.478,0.5,120.0
ZEB2,0.331425,0.0144,0.4973,80.25
ZNF43,0.320975,0.0211,0.4902,45.75
BTG1,0.33544,0.1483,0.4435,49.0
VSX2,0.36406,0.1608,0.4701,54.4
TAF2,0.38171999999999995,0.2719,0.4865,58.6
DHX34,0.4758,0.4677,0.4839,109.0
ZNF577,0.4626333333333333,0.4469,0.4764,191.33333333333334
DAXX,0.31020000000000003,0.3005,0.3199,133.5
RAPGEF4,0.46315,0.429,0.4973,141.5
ZNF569,0.4313,0.3931,0.4695,142.0
HSF1,0.3507,0.2289,0.4756,91.0
TFEC,0.42669999999999997,0.3937,0.4597,165.5
RCVRN,0.4492,0.4067,0.4865,83.33333333333333
RBM15B,0.2486,0.2062,0.3207,53.25
PBX3,0.45655999999999997,0.3952,0.4973,152.6
BOLA2,0.35445,0.2874,0.4215,113.0
ZNF687,0.282375,0.1252,0.478,63.5
ZNF699,0.3821,0.3396,0.4873,82.0
ZNF724,0.3558,0.0305,0.491,55.25
TCF15,0.33474000000000004,0.1186,0.461,48.4
TRIM40,0.30695,0.2693,0.3446,103.5
RPS6KA1,0.4713,0.4453,0.4973,147.0
ZNF470,0.4672,0.4404,0.494,178.5
BCLAF1,0.47314999999999996,0.4463,0.5,117.5
RCBTB1,0.4675,0.4377,0.4973,112.0
ING4,0.46740000000000004,0.4393,0.4955,122.5
ZNF365,0.3891,0.3654,0.4128,172.0
NUP62,0.344975,0.215,0.4785,87.0
MAFG,0.46665,0.4507,0.4826,125.5
LDB2,0.48214999999999997,0.4698,0.4945,127.0
ZSCAN5A,0.31353333333333333,0.283,0.3599,54.0
SIX6,0.35545,0.2371,0.4534,71.5
HSFX1,0.36924999999999997,0.3432,0.3953,39.5
ZBTB34,0.42900000000000005,0.4182,0.4398,124.0
FIGLA,0.39815,0.3232,0.4731,108.5
YAP1,0.376025,0.2392,0.4795,73.75
KLF16,0.31423999999999996,0.1088,0.4579,37.2
C1QBP,0.47996666666666665,0.4479,0.4987,78.0
UBE2B,0.47150000000000003,0.4539,0.4891,129.0
IKZF3,0.42174999999999996,0.3489,0.4946,122.5
NCS1,0.4829,0.4685,0.4973,153.0
FABP4,0.4224,0.3758,0.5,67.0
H1-4,0.3796333333333333,0.2926,0.4526,72.33333333333333
FOXI3,0.30056666666666665,0.1179,0.4915,63.333333333333336
TDRD3,0.5,0.5,0.5,128.5
ZNF660,0.4353,0.4082,0.4624,127.5
TIPARP,0.40345,0.3899,0.417,121.5
ZNF534,0.4658,0.4316,0.5,123.5
DMRT1,0.3871,0.3285,0.4421,63.25
JPH2,0.35038,0.1264,0.4948,42.0
ZNF497,0.34197999999999995,0.0986,0.4764,14.8
PRB3,0.32985,0.0027,0.4926,32.75
DDX5,0.42863333333333337,0.4008,0.4453,119.0
FOXR2,0.26949999999999996,0.0998,0.4392,81.5
TAB1,0.4467249999999999,0.4061,0.4972,112.75
HOXA7,0.2917,0.1419,0.4415,113.0
ZNF382,0.4547333333333334,0.3798,0.5,141.66666666666666
PCBP2,0.48495,0.4726,0.4973,120.5
ASF1B,0.42069999999999996,0.353,0.4884,137.5
ZNF221,0.42246000000000006,0.2748,0.5,78.8
INPP5K,0.44715,0.4377,0.4566,155.0
NUP85,0.49595,0.4946,0.4973,127.5
MED1,0.4881,0.4835,0.4945,145.0
L3MBTL1,0.41843333333333327,0.3732,0.4945,124.0
FAM200B,0.31156,0.0758,0.4481,26.2
RBAK,0.36174,0.0258,0.4903,87.4
THAP1,0.42835,0.419,0.4377,122.5
PLXNA1,0.47209999999999996,0.4628,0.4814,111.5
ZNF175,0.433025,0.3393,0.4872,103.25
PRDM5,0.44455000000000006,0.4244,0.481,68.75
RNF13,0.44489999999999996,0.3952,0.4946,116.5
ZNF326,0.44185,0.4106,0.4731,116.5
ZNF285,0.3756,0.2999,0.4513,128.0
RTF1,0.4676,0.4398,0.4959,83.66666666666667
DUSP22,0.4918,0.485,0.4986,130.0
FEZF1,0.4699,0.4453,0.4945,122.0
CSRP3,0.49315,0.4918,0.4945,185.5
SLC26A10,0.2944333333333333,0.1989,0.396,85.66666666666667
PRKD2,0.49865000000000004,0.4973,0.5,126.0
NR1D1,0.4173,0.3989,0.4357,120.0
GATAD1,0.3339666666666667,0.1527,0.4317,67.66666666666667
UBTFL1,0.36319999999999997,0.2478,0.4972,48.0
ZBTB5,0.39280000000000004,0.368,0.4176,127.5
TNRC6A,0.5,0.5,0.5,111.0
TSN,0.46985,0.4644,0.4753,195.5
PRMT5,0.39255,0.3125,0.4726,133.5
BHLHE23,0.30284999999999995,0.1737,0.4603,73.5
PA2G4,0.37539999999999996,0.2456,0.4344,67.5
HSPA1A,0.27454999999999996,0.1402,0.4089,60.0
PQBP1,0.4671,0.4534,0.4808,116.5
NRG1,0.45376000000000005,0.3911,0.4892,121.2
ATN1,0.4250333333333333,0.315,0.4985,76.66666666666667
ITGB3BP,0.4671,0.4616,0.4726,183.0
ZNF433,0.43706666666666666,0.3112,0.5,88.0
NFE2L3,0.31472,0.13,0.449,49.2
SMAD6,0.37870000000000004,0.3428,0.4146,107.0
ZNF555,0.41609999999999997,0.3616,0.4783,140.33333333333334
CBLL1,0.4591,0.4182,0.5,116.0
ALPK3,0.39649999999999996,0.3755,0.4175,111.5
IRF3,0.33749999999999997,0.1885,0.4251,115.33333333333333
CAND1,0.43205,0.3766,0.4875,112.5
SMARCD3,0.4777,0.4649,0.4905,132.5
KRBA1,0.3253,0.1903,0.4463,65.25
MAF1,0.4457,0.3845,0.4791,136.33333333333334
AJUBA,0.36476,0.131,0.4986,52.8
PSMA6,0.4689,0.452,0.4858,174.5
AASS,0.4863,0.4726,0.5,111.5
ARID1A,0.359925,0.0115,0.5,115.25
FAM170A,0.4074,0.3514,0.4756,87.33333333333333
SP140L,0.3564,0.2304,0.4824,77.0
ZNF891,0.4929,0.4858,0.5,84.5
CCNA1,0.4035333333333333,0.3125,0.4959,142.66666666666666
NR1H4,0.36019999999999996,0.3236,0.3968,145.5
COMMD4,0.41645,0.3952,0.4377,139.0
PITX2,0.45003333333333334,0.4291,0.4684,178.0
CBX5,0.3731,0.2489,0.4973,107.5
ZNF114,0.437,0.374,0.5,90.5
ZFP36L2,0.329,0.2214,0.4698,50.2
RGS14,0.4241,0.3099,0.4958,90.0
HMGN3,0.4918666666666667,0.4837,0.4973,151.0
ERCC6,0.47850000000000004,0.457,0.5,116.0
EHMT1,0.33790000000000003,0.1438,0.4863,83.66666666666667
HDAC9,0.44415,0.3937,0.4946,122.0
SUPT20HL1,0.39133999999999997,0.1594,0.4883,40.2
SUPT3H,0.40415,0.3398,0.4685,157.5
ID2,0.38725,0.2947,0.4798,116.5
ZBTB16,0.3141,0.0887,0.4651,97.0
BRD1,0.37877500000000003,0.2235,0.4618,70.75
ZNF385A,0.5,0.5,0.5,115.0
ZNF347,0.49260000000000004,0.4852,0.5,147.5
COPS3,0.4272,0.4236,0.4344,87.0
GBX1,0.364225,0.2589,0.475,56.25
NHLH1,0.30125,0.1215,0.485,61.0
TCEAL3,0.44225,0.408,0.4765,119.5
CAMK1,0.3587,0.2511,0.4945,69.5
SQSTM1,0.45730000000000004,0.4146,0.5,122.0
SSU72,0.47225,0.4472,0.4973,116.0
DDX39B,0.47125,0.4425,0.5,113.5
TRIM62,0.341725,0.1775,0.4102,59.25
PIAS2,0.4425666666666667,0.4263,0.4589,93.33333333333333
MTERF4,0.39420000000000005,0.3507,0.4552,77.66666666666667
ZNF718,0.316725,0.0831,0.4492,53.0
SOX10,0.4879,0.4785,0.4973,105.0
DEPDC7,0.41819999999999996,0.4053,0.4267,112.66666666666667
PPARGC1A,0.43486666666666673,0.39,0.4701,139.66666666666666
ZNF706,0.4824,0.471,0.4894,97.66666666666667
ZNF835,0.4617,0.4509,0.4725,80.0
PRDM16,0.46105,0.4247,0.4974,119.0
CHD1,0.4959,0.4945,0.4973,116.5
SSX3,0.32735000000000003,0.2994,0.3553,149.5
GATA3,0.36219999999999997,0.1392,0.4835,64.25
MED26,0.33604999999999996,0.2633,0.4088,118.0
ZNF157,0.43327499999999997,0.3384,0.4849,67.0
GREB1,0.4579,0.4313,0.4845,111.5
MED13L,0.4566,0.4132,0.5,118.0
DLX1,0.39494999999999997,0.3449,0.478,69.0
PHF21A,0.4837,0.4701,0.4973,117.5
HOXC5,0.40625,0.3125,0.5,108.0
HOXC12,0.4004,0.35,0.5,66.25
ACTR6,0.44489999999999996,0.3952,0.4946,112.5
GTF3C3,0.34665999999999997,0.178,0.4435,53.6
ZBTB7A,0.3678,0.265,0.4857,45.2
ATF7,0.46015,0.423,0.4973,117.0
TRADD,0.41255,0.359,0.4661,123.5
ZNF516,0.24223333333333333,0.1623,0.3781,67.66666666666667
RB1,0.48645,0.477,0.4959,130.5
FOXK1,0.4629,0.4285,0.4973,114.5
ARID5B,0.43995,0.3911,0.4973,87.0
EVX1,0.3771,0.25,0.4973,54.0
ZNF22,0.32184999999999997,0.25,0.3937,118.5
TRIM21,0.3291,0.1196,0.441,66.5
ZFP37,0.34215999999999996,0.0177,0.4947,54.8
CDK12,0.45965,0.4207,0.4986,110.5
BRPF3,0.3048,0.1879,0.4217,126.5
SARNP,0.43405000000000005,0.3955,0.4726,135.5
MYPOP,0.39757999999999993,0.244,0.4774,39.2
CD3D,0.3918,0.3025,0.4944,57.8
NFATC2,0.44978000000000007,0.3937,0.4892,84.4
SETD4,0.39135,0.2997,0.483,118.0
TBPL2,0.3802666666666667,0.3218,0.4397,87.33333333333333
ZNF98,0.38977500000000004,0.2922,0.5,68.25
POU5F1,0.28685,0.1589,0.4148,111.0
ZFP2,0.43216666666666664,0.3131,0.5,106.0
DEK,0.45315,0.4198,0.4865,120.0
RNF4,0.442675,0.4102,0.4808,66.75
TRIP13,0.4678,0.4437,0.4919,120.5
ZDHHC19,0.40034000000000003,0.2849,0.4853,53.8
CUX1,0.49865000000000004,0.4973,0.5,129.0
PSIP1,0.47155,0.4458,0.4973,117.5
UBE2D1,0.41325,0.3555,0.471,130.0
MBD3L2B,0.4758,0.4731,0.4785,102.0
ELK3,0.4338,0.3578,0.4973,84.66666666666667
RASSF7,0.304325,0.1399,0.4726,108.5
SCAI,0.4559666666666667,0.4005,0.4973,131.0
ZMIZ2,0.37883333333333336,0.2744,0.4404,92.0
MESP1,0.27747499999999997,0.1152,0.4376,51.75
ZNF304,0.48635,0.4768,0.4959,182.5
YOD1,0.334225,0.2511,0.4182,117.0
JDP2,0.37387499999999996,0.2793,0.4945,99.75
CBFA2T2,0.38377500000000003,0.3108,0.4778,106.75
CDYL2,0.36884,0.1295,0.4835,64.0
ELP2,0.35042,0.1142,0.4371,78.8
RIOK2,0.34775,0.2933,0.4022,132.5
MUC1,0.41645,0.3952,0.4377,165.5
CENPU,0.389,0.3232,0.4758,86.33333333333333
BLZF1,0.4254,0.3724,0.4784,113.5
CTCF,0.41769999999999996,0.3368,0.4986,110.0
KLHL12,0.34497500000000003,0.0357,0.4808,67.25
ZNF282,0.3633,0.2763,0.4091,62.0
SRCAP,0.248125,0.0273,0.3859,62.25
MALT1,0.48645000000000005,0.4756,0.4973,129.5
IL16,0.47625,0.4657,0.4868,124.0
RNF14,0.4444,0.3915,0.4973,120.5
HMGB1,0.48456666666666665,0.4682,0.4942,138.0
SSB,0.43335,0.368,0.4987,112.5
CPEB1,0.448125,0.4102,0.4945,195.25
TBX10,0.42662500000000003,0.3515,0.4825,65.0
ZNF589,0.2618,0.0236,0.5,46.5
MORF4L2,0.44955,0.4456,0.4535,105.5
ZNF597,0.42735,0.3547,0.5,105.5
EXOC2,0.43999999999999995,0.4088,0.489,90.0
CREG1,0.33686666666666665,0.1111,0.4651,117.33333333333333
PRMT2,0.44125000000000003,0.4067,0.4758,110.0
GTF2A1,0.48915,0.481,0.4973,175.0
MECOM,0.25665,0.0133,0.5,109.0
SETDB2,0.4196333333333333,0.315,0.4986,132.66666666666666
ZBTB2,0.3899,0.3441,0.4357,121.0
LPIN1,0.433,0.3826,0.4944,126.0
LARP4,0.4600666666666666,0.3937,0.4946,145.0
NOC4L,0.3167,0.2589,0.3745,119.5
ZNF853,0.4607,0.4341,0.4873,91.5
RNF168,0.32965,0.2423,0.417,110.5
CSDE1,0.39985000000000004,0.2997,0.5,117.0
PRB4,0.39649999999999996,0.3781,0.4149,49.5
RCOR3,0.45296000000000003,0.4124,0.4837,122.2
ZNF490,0.40326000000000006,0.3146,0.5,43.0
GLMP,0.47173333333333334,0.4344,0.4973,121.0
AR,0.346275,0.2959,0.489,58.5
ZNF679,0.37306666666666666,0.2215,0.4763,162.66666666666666
ZNRF1,0.3940333333333333,0.2971,0.4731,140.0
TRIM9,0.44015000000000004,0.3911,0.4892,116.0
ZNF667,0.39315,0.257,0.4423,84.25
SLC26A3,0.4288,0.3603,0.4973,113.5
H1-3,0.34165,0.307,0.3763,104.5
ZNF324B,0.3566,0.2365,0.4526,43.8
NEDD4L,0.46514999999999995,0.4357,0.4946,181.5
IKZF4,0.4658333333333333,0.4176,0.4971,85.33333333333333
ZNF19,0.44945,0.4204,0.4785,132.5
ILF3,0.34955,0.1425,0.4401,112.5
SP8,0.4783,0.4566,0.5,107.5
KLF11,0.3356333333333333,0.2413,0.4794,98.66666666666667
ZSCAN31,0.45745,0.4429,0.472,106.0
PRDM2,0.35005,0.13,0.5,73.5
THAP6,0.3444333333333333,0.1725,0.4357,127.0
RIOX2,0.44060000000000005,0.4161,0.4821,83.0
LEF1,0.44830000000000003,0.3966,0.5,125.5
PIK3R2,0.36567500000000003,0.2355,0.4396,68.0
MYBL2,0.378525,0.215,0.4764,69.0
MED6,0.4481,0.4182,0.478,160.5
MTA3,0.45470000000000005,0.3915,0.5,112.33333333333333
OVOL2,0.4504,0.4167,0.4841,105.5
ZNF226,0.46245,0.433,0.4919,109.75
KDM1B,0.49185,0.4837,0.5,117.0
ING3,0.44684999999999997,0.3937,0.5,118.5
TAL1,0.293825,0.1273,0.4398,55.25
E2F8,0.3287,0.2543,0.4015,56.8
TOE1,0.35725,0.3516,0.3629,124.0
DYNLL1,0.43095,0.4184,0.4435,117.5
GTF2E2,0.42625,0.3612,0.4913,114.0
MAMLD1,0.33293999999999996,0.2614,0.4632,68.2
ZC3H8,0.4334,0.4321,0.4347,167.5
ZNF469,0.27463333333333334,0.1267,0.474,71.66666666666667
TCF12,0.4863,0.4726,0.5,122.5
TRIM47,0.34759999999999996,0.1944,0.4973,59.0
ZNF723,0.31062500000000004,0.0334,0.5,62.75
RNF135,0.2974,0.1243,0.4838,47.25
NRBF2,0.44420000000000004,0.3926,0.4958,120.5
ZNF680,0.28049999999999997,0.0305,0.4111,74.75
PBX4,0.419175,0.3735,0.4942,54.25
XPC,0.38312500000000005,0.2678,0.4973,65.5
ZFY,0.44575,0.3915,0.5,116.0
PAF1,0.41927499999999995,0.3915,0.4344,82.5
ZNF195,0.40146666666666664,0.3222,0.4858,139.33333333333334
BEND3,0.3712,0.137,0.5,68.5
ZBTB33,0.34436,0.1358,0.4785,50.6
SIX1,0.375575,0.2909,0.4671,68.0
RGS6,0.46204999999999996,0.4377,0.4864,195.5
NR2E1,0.4111,0.4005,0.4217,173.5
TFDP2,0.4822,0.4671,0.4973,197.0
DPF3,0.42535,0.3351,0.4973,111.0
ZNF362,0.34419999999999995,0.1901,0.4344,53.6
KRBOX1,0.33787500000000004,0.2479,0.4229,29.5
ZNF131,0.48465,0.4693,0.5,115.0
USP22,0.48855,0.48,0.4971,175.5
KDM5A,0.41509999999999997,0.3937,0.4397,87.0
HES3,0.30932499999999996,0.1393,0.39,59.5
DEPTOR,0.4561666666666666,0.4437,0.4785,83.66666666666667
NFKBIA,0.3272,0.1818,0.4726,116.5
SP100,0.356325,0.1693,0.4287,69.25
RAPGEF3,0.39758,0.2167,0.4918,96.6
RBL1,0.38620000000000004,0.1608,0.4973,69.25
PUF60,0.47265,0.4453,0.5,139.0
DHX33,0.41842499999999994,0.3859,0.474,64.0
ZNF570,0.336,0.028,0.4851,111.75
TAF5,0.5,0.5,0.5,117.0
CDK9,0.45094999999999996,0.4019,0.5,116.5
ZNF44,0.41956666666666664,0.3932,0.4372,117.33333333333333
THAP10,0.26877999999999996,0.1045,0.4383,25.8
GZF1,0.3756,0.277,0.4973,84.66666666666667
ZNF787,0.33895,0.2961,0.3818,94.5
PSMC3,0.4233,0.3408,0.4806,85.5
ZNF799,0.45815,0.44,0.4763,141.5
ZNF624,0.45255,0.4081,0.497,99.0
FOXA2,0.30548000000000003,0.1541,0.4258,54.8
ZNF81,0.40363999999999994,0.3213,0.476,63.2
ZFAND5,0.46165,0.4589,0.4644,124.0
THYN1,0.4577,0.445,0.4704,123.5
SETD3,0.32585,0.2678,0.4344,68.0
IKBKB,0.45363333333333333,0.4097,0.4756,120.0
TRIM38,0.4214333333333333,0.3746,0.4594,80.66666666666667
ZNF416,0.44835,0.4303,0.4664,193.5
ZNF408,0.27775,0.1422,0.4294,60.0
TRIM26,0.385,0.3528,0.4172,112.0
ZFP30,0.47295999999999994,0.4074,0.5,92.4
HCK,0.4615,0.4337,0.4893,130.5
HTATSF1,0.38102,0.2291,0.4597,52.0
BASP1,0.3774,0.1855,0.489,49.2
NCOA7,0.5,0.5,0.5,210.5
KLHL8,0.47155,0.4458,0.4973,117.0
SUPT7L,0.40486666666666665,0.3418,0.4768,104.0
RBM15,0.35245000000000004,0.2614,0.4435,118.5
ELK4,0.4396,0.3952,0.4918,117.25
REPIN1,0.30506666666666665,0.1314,0.441,80.0
MAMSTR,0.3376333333333333,0.316,0.3516,124.0
ANKRD33,0.4089,0.3942,0.4236,179.5
DLX6,0.49729999999999996,0.4946,0.5,198.5
PRAMEF4,0.32332500000000003,0.0135,0.4917,88.75
FHIT,0.43879999999999997,0.3236,0.5,61.0
UBTF,0.41173333333333334,0.3769,0.449,87.33333333333333
MED21,0.45705,0.449,0.4651,200.5
POU4F1,0.47104999999999997,0.46,0.4821,87.5
ZNF25,0.41457999999999995,0.3397,0.4913,83.2
SKIL,0.29706666666666665,0.1234,0.4164,76.66666666666667
AFF1,0.49324999999999997,0.4865,0.5,115.5
RHOA,0.47445000000000004,0.4489,0.5,183.0
PURB,0.41015,0.3655,0.4548,98.0
YEATS2,0.46645000000000003,0.441,0.4919,117.0
ZNF511,0.4270666666666667,0.3759,0.486,118.66666666666667
PRKDC,0.42523333333333335,0.4067,0.4544,91.0
GFI1,0.4411,0.3848,0.4878,63.0
GTF3C4,0.4699,0.4425,0.4973,117.0
ZFP69B,0.4951,0.4902,0.5,92.5
COPS4,0.43165,0.4255,0.4378,187.0
MAEL,0.4299,0.3937,0.4731,83.75
DMRTB1,0.40075,0.3127,0.4888,107.0
RUNX1T1,0.46905,0.4433,0.4948,141.5
RNF113A,0.30045,0.1143,0.4682,58.5
ZBTB11,0.3563,0.1384,0.4945,71.25
RARB,0.47265,0.4453,0.5,115.0
DEAF1,0.48655000000000004,0.4731,0.5,114.5
GATA4,0.29985,0.1534,0.4463,102.5
OSR2,0.4726,0.4507,0.4945,206.5
MTDH,0.4904,0.4822,0.4986,123.5
CHD6,0.3206,0.0119,0.4517,66.25
SSX4,0.22826666666666665,0.0626,0.3317,69.66666666666667
NFYA,0.49865000000000004,0.4973,0.5,128.0
PRDM11,0.4206,0.3439,0.4973,124.0
RBBP5,0.40444,0.2947,0.4544,69.8
NEUROG3,0.3832,0.3527,0.4137,122.5
ZNF701,0.45065,0.3893,0.4888,174.0
SOX17,0.3453,0.2724,0.4182,113.5
FOXE1,0.32323999999999997,0.2313,0.448,46.2
SAP30,0.45815,0.419,0.4973,101.5
SETD1B,0.40463333333333334,0.2194,0.5,67.0
MTERF3,0.4256,0.4236,0.4276,192.0
ARNTL2,0.387025,0.3059,0.4612,107.5
MSL3,0.4657,0.4534,0.478,170.5
FHL1,0.4959,0.4918,0.5,130.5
TCEAL4,0.4473,0.4225,0.4731,159.66666666666666
SNAI2,0.42447499999999994,0.3952,0.4566,70.25
ZNF618,0.40392,0.271,0.4728,76.6
PMS1,0.38445999999999997,0.1894,0.4946,117.8
ZNF888,0.5,0.5,0.5,133.0
ZNF606,0.32526,0.0187,0.438,53.6
SUZ12,0.46445000000000003,0.4344,0.4945,125.5
FEM1A,0.3296,0.2362,0.423,94.0
ZNF66,0.300075,0.0327,0.4912,70.75
POLR2A,0.4672,0.4384,0.496,113.0
PRAMEF12,0.42115,0.3665,0.4939,102.0
HDGFL2,0.344675,0.221,0.3885,64.25
USF1,0.46385,0.4277,0.5,116.0
IRF4,0.37427499999999997,0.3029,0.4198,70.25
ETS2,0.374225,0.1575,0.4753,99.5
TIGD7,0.353875,0.0817,0.488,51.25
CTCFL,0.42015,0.412,0.4283,200.5
ZNF552,0.4263666666666666,0.3767,0.4512,134.0
SMAD1,0.39453333333333335,0.3494,0.4822,82.0
TCEA1,0.48635,0.4768,0.4959,127.5
TUT1,0.34740000000000004,0.2669,0.4279,119.0
ZGLP1,0.4379,0.4379,0.4379,187.5
CBX2,0.365025,0.1455,0.4918,70.25
PHF2,0.4487,0.4164,0.481,112.5
SUV39H1,0.38265,0.3428,0.4225,143.5
COMMD3,0.4527,0.4054,0.5,112.0
NR1H3,0.39390000000000003,0.368,0.4198,195.5
ZC3H10,0.33796,0.1845,0.4931,54.8
KCNIP2,0.40809999999999996,0.3095,0.4973,138.6
NOTCH1,0.252675,0.0154,0.4731,59.5
ZNF32,0.23205,0.0154,0.4225,54.0
ARID4B,0.4859,0.4785,0.5,83.25
FOXJ1,0.3275,0.1455,0.481,53.4
MSX2,0.2778,0.1358,0.4198,111.0
ZNF652,0.47045,0.4463,0.4946,116.5
SPI1,0.48795,0.4844,0.4915,188.0
ZNF506,0.26755,0.0351,0.5,92.5
